opportunity_id,opportunity_number,opportunity_title,agency_name,open_date,close_date,opp_status,award_ceiling,estimated_total_program_funding,expected_number_of_awards,team_size_category,team_members,proposed_title,rationale,aims_or_projects,opportunity_url
a5fdd007-af1e-44d4-9397-3cd7d439e88b,TEMP-30794,NIEHS Worker Training Program’s SBIR E-Learning for HAZMAT and Emergency Response (R43/R44 Clinical Trial Not Allowed),National Institutes of Health,,,forecasted,,688000.0,6.0,large,Richard Possemato; Drew Jones; David Fenyo,NIEHS Worker Training Program’s SBIR E-Learning for HAZMAT collaborative plan R43,"This opportunity emphasizes workforce development and dissemination in niehs worker training program’s sbir e-learning for hazmat and emergency response. Richard Possemato contributes expertise in i am an associate professor in the department of pathology at nyu school of medicine and co-leader of the cancer cell bi. Drew Jones contributes expertise in the ongoing theme of my work is the invention or adaptation of advanced chromatography and mass spectrometry technology . David Fenyo contributes expertise in in my research i apply mathematical, statistical and computational methods to provide a detailed understanding of the dy. Together, the team is positioned to deliver a rigorous plan that advances emergency , learning , response while meeting National Institutes of Health expectations for impact and reproducibility.","Aim 1: define the central questions, datasets, and success metrics for niehs worker training program’s sbir e-learning for hazmat and emergency with input from all team members.
Aim 2: test key mechanisms or drivers in niehs worker training program’s sbir e-learning for hazmat and emergency using complementary models, assays, and analytical approaches.
Aim 3: validate findings in relevant human data or specimens and define a dissemination plan to support adoption in real world settings.",https://www.grants.gov/search-grants?query=TEMP-30794
32e29443-6495-4614-a6c7-07786695ee5a,PD-23-1443,Fluid Dynamics,U.S. National Science Foundation,,,posted,,9175000.0,,large,"David Fenyo; Drew Jones; James Lee, PhD; Jonas Schluter, PhD",Fluid Dynamics collaborative plan,"This opportunity supports hypothesis driven work in fluid dynamics. David Fenyo contributes expertise in in my research i apply mathematical, statistical and computational methods to provide a detailed understanding of the dy. Drew Jones contributes expertise in the ongoing theme of my work is the invention or adaptation of advanced chromatography and mass spectrometry technology . James Lee, PhD contributes expertise in structural biology, host-pathogen interactions. Jonas Schluter, PhD contributes expertise in systems microbiology, immunology. Together, the team is positioned to deliver a rigorous plan that advances dynamics , fluid while meeting U.S. National Science Foundation expectations for impact and reproducibility.","Aim 1: define the central questions, datasets, and success metrics for fluid dynamics with input from all team members.
Aim 2: test key mechanisms or drivers in fluid dynamics using complementary models, assays, and analytical approaches.
Aim 3: validate robustness across settings, publish reproducible workflows, and create a dissemination plan for broad community use.",http://www.nsf.gov/funding/pgm_summ.jsp?pims_id=506069
4217a5d4-7c4e-4827-b006-f92f9a1ffc35,23-525,Oceanographic Facilities and Equipment Support,U.S. National Science Foundation,,2026-01-12,posted,47500000.0,47500000.0,50.0,large,Ran Brosh; Stefan Feske; Catherine Pei-ju Lu; Richard Possemato,Oceanographic Facilities and Equipment Support collaborative plan,"This opportunity calls for a shared resource or coordinating effort in oceanographic facilities and equipment support. Ran Brosh contributes expertise in i have two roles: [1] as faculty at isg/pathology i am leading the dark matter project, a collaborative effort to use sy. Stefan Feske contributes expertise in dr. Catherine Pei-ju Lu contributes expertise in my lab aims to build a comprehensive framework for understanding stem cell biology of the skin, from development to dise. Richard Possemato contributes expertise in i am an associate professor in the department of pathology at nyu school of medicine and co-leader of the cancer cell bi. Together, the team is positioned to deliver a rigorous plan that advances oceanographic , facilities , equipment while meeting U.S. National Science Foundation expectations for impact and reproducibility.","Aim 1: define the central questions, datasets, and success metrics for oceanographic facilities and equipment support with input from all team members.
Aim 2: build and quality control a shared resource for oceanographic facilities and equipment support, including standardized protocols, data structures, and access pathways.
Aim 3: validate robustness across settings, publish reproducible workflows, and create a dissemination plan for broad community use.",http://www.nsf.gov/publications/pub_summ.jsp?ods_key=nsf23525
b96768a1-5386-494e-b894-b968623ba3d8,24-544,Developmental Sciences,U.S. National Science Foundation,,2026-01-30,posted,,6500000.0,,large,Catherine Pei-ju Lu; Richard Possemato; Pau Castel; esteban o mazzoni,Developmental Sciences collaborative plan,"This opportunity supports hypothesis driven work in developmental sciences. Catherine Pei-ju Lu contributes expertise in my lab aims to build a comprehensive framework for understanding stem cell biology of the skin, from development to dise. Richard Possemato contributes expertise in i am an associate professor in the department of pathology at nyu school of medicine and co-leader of the cancer cell bi. Pau Castel contributes expertise in the castel laboratory is interested in understanding the molecular mechanisms underlying oncoprotein-mediated transforma. esteban o mazzoni contributes expertise in we are passionate about understanding how cells acquire the functions required by a multicellular organism like the comp. Together, the team is positioned to deliver a rigorous plan that advances developmental , sciences while meeting U.S. National Science Foundation expectations for impact and reproducibility.","Aim 1: define the central questions, datasets, and success metrics for developmental sciences with input from all team members.
Aim 2: test key mechanisms or drivers in developmental sciences using complementary models, assays, and analytical approaches.
Aim 3: validate robustness across settings, publish reproducible workflows, and create a dissemination plan for broad community use.",http://www.nsf.gov/publications/pub_summ.jsp?ods_key=nsf24544
7a3287f7-c841-4384-acc9-5194514d701b,PD-23-5342,Disability and Rehabilitation Engineering,U.S. National Science Foundation,,,posted,,5000000.0,,large,Richard Possemato; Ran Brosh; Catherine Pei-ju Lu; Nadav Brandes,Disability and Rehabilitation Engineering collaborative plan,"This opportunity supports hypothesis driven work in disability and rehabilitation engineering. Richard Possemato contributes expertise in i am an associate professor in the department of pathology at nyu school of medicine and co-leader of the cancer cell bi. Ran Brosh contributes expertise in i have two roles: [1] as faculty at isg/pathology i am leading the dark matter project, a collaborative effort to use sy. Catherine Pei-ju Lu contributes expertise in my lab aims to build a comprehensive framework for understanding stem cell biology of the skin, from development to dise. Nadav Brandes contributes expertise in large language models (llms) have revolutionized artificial intelligence (ai). Together, the team is positioned to deliver a rigorous plan that advances rehabilitation , engineering , disability while meeting U.S. National Science Foundation expectations for impact and reproducibility.","Aim 1: define the central questions, datasets, and success metrics for disability and rehabilitation engineering with input from all team members.
Aim 2: develop and benchmark a scalable tool or platform for disability and rehabilitation engineering that leverages the complementary strengths of the team.
Aim 3: validate robustness across settings, publish reproducible workflows, and create a dissemination plan for broad community use.",http://www.nsf.gov/funding/pgm_summ.jsp?pims_id=506065
a2141770-82f7-44df-8c86-e1731648e086,MAPUTO-PCO-20-001,Community Led Monitoring Intervention,U.S. Mission to Mozambique,,,forecasted,30000.0,500000.0,20.0,large,"David Fenyo; Michael J. Garabedian, PhD; Jef D. Boeke",Community Led Monitoring Intervention collaborative plan,"This opportunity supports hypothesis driven work in community led monitoring intervention. David Fenyo contributes expertise in in my research i apply mathematical, statistical and computational methods to provide a detailed understanding of the dy. Michael J. Garabedian, PhD contributes expertise in microbiology, nuclear receptor signaling. Jef D. Boeke contributes expertise in leads a synthetic genomics and genome writing program focused on designing, assembling, and installing very large dna co. Together, the team is positioned to deliver a rigorous plan that advances intervention , monitoring , community while meeting U.S. Mission to Mozambique expectations for impact and reproducibility.","Aim 1: define the central questions, datasets, and success metrics for community led monitoring intervention with input from all team members.
Aim 2: test key mechanisms or drivers in community led monitoring intervention using complementary models, assays, and analytical approaches.
Aim 3: validate findings in relevant human data or specimens and define a dissemination plan to support adoption in real world settings.",https://www.grants.gov/search-grants?query=MAPUTO-PCO-20-001
6555b91e-c017-4f0f-ae71-3d682d14c7fe,MAPUTO-PCO-FY22-01,PEPFAR Community Led Monitoring – Mozambique Relief Programs,U.S. Mission to Mozambique,,,forecasted,25000.0,500000.0,24.0,large,"David Fenyo; James Lee, PhD; Michael J. Garabedian, PhD",PEPFAR Community Led Monitoring – Mozambique Relief Programs collaborative plan,"This opportunity supports hypothesis driven work in pepfar community led monitoring – mozambique relief programs. David Fenyo contributes expertise in in my research i apply mathematical, statistical and computational methods to provide a detailed understanding of the dy. James Lee, PhD contributes expertise in structural biology, host-pathogen interactions. Michael J. Garabedian, PhD contributes expertise in microbiology, nuclear receptor signaling. Together, the team is positioned to deliver a rigorous plan that advances monitoring , mozambique , community while meeting U.S. Mission to Mozambique expectations for impact and reproducibility.","Aim 1: define the central questions, datasets, and success metrics for pepfar community led monitoring – mozambique relief programs with input from all team members.
Aim 2: test key mechanisms or drivers in pepfar community led monitoring – mozambique relief programs using complementary models, assays, and analytical approaches.
Aim 3: validate findings in relevant human data or specimens and define a dissemination plan to support adoption in real world settings.",https://mz.usembassy.gov/our-relationship/pepfar-us-presidents-emergency-plan-for-aids-relief/pepfar-community-grants/
e9504865-dfff-4c6b-84ec-5f7951bc595c,PAR-23-124,Genomic Community Resources (U24 Clinical Trial Not Allowed),National Institutes of Health,,2026-01-25,posted,,,,large,Nadav Brandes; Molly Gale Hammell; Bo Shopsin,Genomic Community Resources collaborative plan U24,"This opportunity calls for a shared resource or coordinating effort in genomic community resources. Nadav Brandes contributes expertise in large language models (llms) have revolutionized artificial intelligence (ai). Molly Gale Hammell contributes expertise in molly gale hammell is an associate professor in the institute for systems genetics at nyu langone health. Bo Shopsin contributes expertise in bacteriology, antimicrobial resistance. Together, the team is positioned to deliver a rigorous plan that advances community , resources , genomic while meeting National Institutes of Health expectations for impact and reproducibility.","Aim 1: define the central questions, datasets, and success metrics for genomic community resources with input from all team members.
Aim 2: build and quality control a shared resource for genomic community resources, including standardized protocols, data structures, and access pathways.
Aim 3: validate findings in relevant human data or specimens and define a dissemination plan to support adoption in real world settings.",http://grants.nih.gov/grants/guide/pa-files/PAR-23-124.html
0d072c0e-e8ce-4a20-a7b5-f49dd4899877,FOR-HG-26-004,ancient DNA for Modern Genomics (aDMG) Coordination Center,National Institutes of Health,,,forecasted,,1500000.0,1.0,large,Aravinda Chakravarti; Paolo Mita; Benjamin tenOever,ancient DNA for Modern Genomics Coordination Center collaborative plan,"This opportunity calls for a shared resource or coordinating effort in ancient dna for modern genomics coordination center. Aravinda Chakravarti contributes expertise in contributions to science 1. Paolo Mita contributes expertise in transposable elements (te) are sequences of dna that are capable of moving within a host genome, and thus are often refe. Benjamin tenOever contributes expertise in virology, post-transcriptional. Together, the team is positioned to deliver a rigorous plan that advances coordination , genomics , ancient while meeting National Institutes of Health expectations for impact and reproducibility.","Aim 1: define the central questions, datasets, and success metrics for ancient dna for modern genomics coordination center with input from all team members.
Aim 2: build and quality control a shared resource for ancient dna for modern genomics coordination center, including standardized protocols, data structures, and access pathways.
Aim 3: validate robustness across settings, publish reproducible workflows, and create a dissemination plan for broad community use.",https://www.grants.gov/search-grants?query=FOR-HG-26-004
21641587-9295-49dc-811b-95337df4af5c,FOR-CA-25-074,Forecast to Publish a Funding Opportunity Announcement for Advanced Development of Informatics Technologies for Cancer Research and Management (U24 Clinical Trial Optional),National Institutes of Health,,,forecasted,,,,large,Richard Possemato; Gregory David; Drew Jones,Forecast to Publish a Funding Opportunity Announcement for collaborative plan U24,"This opportunity supports hypothesis driven work in forecast to publish a funding opportunity announcement for advanced development of informatics technologies for. Richard Possemato contributes expertise in i am an associate professor in the department of pathology at nyu school of medicine and co-leader of the cancer cell bi. Gregory David contributes expertise in the research conducted in our laboratory centers on the interplay between aging and cancer. Drew Jones contributes expertise in the ongoing theme of my work is the invention or adaptation of advanced chromatography and mass spectrometry technology . Together, the team is positioned to deliver a rigorous plan that advances announcement , technologies , development while meeting National Institutes of Health expectations for impact and reproducibility.","Aim 1: define the central questions, datasets, and success metrics for forecast to publish a funding opportunity announcement for advanced development with input from all team members.
Aim 2: test key mechanisms or drivers in forecast to publish a funding opportunity announcement for advanced development using complementary models, assays, and analytical approaches.
Aim 3: validate findings in relevant human data or specimens and define a dissemination plan to support adoption in real world settings.",https://www.grants.gov/search-grants?query=FOR-CA-25-074
0dbbed9f-dfa7-421b-b6f6-941de5a77342,FOR-CA-25-075,Forecast to Publish a Funding Opportunity Announcement for Sustained Support for Informatics Technologies for Cancer Research and Management (U24 Clinical Trial Optional),National Institutes of Health,,,forecasted,,,,large,Richard Possemato; Gregory David; David Fenyo,Forecast to Publish a Funding Opportunity Announcement for collaborative plan U24,"This opportunity calls for a shared resource or coordinating effort in forecast to publish a funding opportunity announcement for sustained support for informatics technologies for. Richard Possemato contributes expertise in i am an associate professor in the department of pathology at nyu school of medicine and co-leader of the cancer cell bi. Gregory David contributes expertise in the research conducted in our laboratory centers on the interplay between aging and cancer. David Fenyo contributes expertise in in my research i apply mathematical, statistical and computational methods to provide a detailed understanding of the dy. Together, the team is positioned to deliver a rigorous plan that advances announcement , technologies , informatics while meeting National Institutes of Health expectations for impact and reproducibility.","Aim 1: define the central questions, datasets, and success metrics for forecast to publish a funding opportunity announcement for sustained support with input from all team members.
Aim 2: build and quality control a shared resource for forecast to publish a funding opportunity announcement for sustained support, including standardized protocols, data structures, and access pathways.
Aim 3: validate findings in relevant human data or specimens and define a dissemination plan to support adoption in real world settings.",https://www.grants.gov/search-grants?query=FOR-CA-25-075
27662089-9359-47c4-b940-cba8c9a7301f,RFA-HG-25-013,Single Source: Outcomes of Electronic Medical Records and Genomics (eMERGE) Genomic Risk Assessment and Management Network - Coordinating Center (U01 Clinical Trial Required),National Institutes of Health,,,forecasted,,1200000.0,1.0,large,"Liat Shenhav, PhD; Aravinda Chakravarti; Jonas Schluter",Single Source: Outcomes of Electronic Medical Records and collaborative plan U01,"This opportunity calls for a shared resource or coordinating effort in single source: outcomes of electronic medical records and genomics genomic risk assessment and management. Liat Shenhav, PhD contributes expertise in systems microbiology. Aravinda Chakravarti contributes expertise in contributions to science 1. Jonas Schluter contributes expertise in systems microbiology, immunology. Together, the team is positioned to deliver a rigorous plan that advances coordinating , assessment , electronic while meeting National Institutes of Health expectations for impact and reproducibility.","Aim 1: define the central questions, datasets, and success metrics for single source: outcomes of electronic medical records and genomics genomic with input from all team members.
Aim 2: build and quality control a shared resource for single source: outcomes of electronic medical records and genomics genomic, including standardized protocols, data structures, and access pathways.
Aim 3: validate findings in relevant human data or specimens and define a dissemination plan to support adoption in real world settings.",https://www.grants.gov/search-grants?query=RFA-HG-25-013
45ab10e1-1758-4a2f-ad07-e93d95c5bedc,PAR-25-444,Cancer Center Support Grants (CCSGs) for NCI-designated Cancer Centers (P30 Clinical Trial Optional),National Institutes of Health,,2028-09-25,posted,,,,large,Richard Possemato; Pau Castel; Gregory David,Cancer Center Support Grants for NCI-designated Cancer Centers collaborative plan P30,"This opportunity calls for a shared resource or coordinating effort in cancer center support grants for nci-designated cancer centers. Richard Possemato contributes expertise in i am an associate professor in the department of pathology at nyu school of medicine and co-leader of the cancer cell bi. Pau Castel contributes expertise in the castel laboratory is interested in understanding the molecular mechanisms underlying oncoprotein-mediated transforma. Gregory David contributes expertise in the research conducted in our laboratory centers on the interplay between aging and cancer. Together, the team is positioned to deliver a rigorous plan that advances cancer , designated , centers while meeting National Institutes of Health expectations for impact and reproducibility.","Aim 1: define the central questions, datasets, and success metrics for cancer center support grants for nci-designated cancer centers with input from all team members.
Aim 2: build and quality control a shared resource for cancer center support grants for nci-designated cancer centers, including standardized protocols, data structures, and access pathways.
Aim 3: validate findings in relevant human data or specimens and define a dissemination plan to support adoption in real world settings.",https://www.grants.gov/search-grants?query=PAR-25-444
d9d8266b-d094-4677-b40c-7c46848eb1c5,PAR-20-043,Cancer Center Support Grants (CCSGs) for NCI-designated Cancer Centers (P30 Clinical Trial Optional),National Institutes of Health,,2121-10-12,posted,,,,large,Richard Possemato; Pau Castel; Gregory David,Cancer Center Support Grants for NCI-designated Cancer Centers collaborative plan P30,"This opportunity calls for a shared resource or coordinating effort in cancer center support grants for nci-designated cancer centers. Richard Possemato contributes expertise in i am an associate professor in the department of pathology at nyu school of medicine and co-leader of the cancer cell bi. Pau Castel contributes expertise in the castel laboratory is interested in understanding the molecular mechanisms underlying oncoprotein-mediated transforma. Gregory David contributes expertise in the research conducted in our laboratory centers on the interplay between aging and cancer. Together, the team is positioned to deliver a rigorous plan that advances cancer , designated , centers while meeting National Institutes of Health expectations for impact and reproducibility.","Aim 1: define the central questions, datasets, and success metrics for cancer center support grants for nci-designated cancer centers with input from all team members.
Aim 2: build and quality control a shared resource for cancer center support grants for nci-designated cancer centers, including standardized protocols, data structures, and access pathways.
Aim 3: validate findings in relevant human data or specimens and define a dissemination plan to support adoption in real world settings.",http://grants.nih.gov/grants/guide/pa-files/PAR-20-043.html
3aa5c63a-0152-413f-9e38-78dfbb721c17,PAR-23-184,Center for Inherited Disease Research (CIDR) High Throughput Sequencing and Genotyping Resource Access (X01 Clinical Trial Not Allowed),National Institutes of Health,,2026-07-08,posted,,,,large,Nadav Brandes; Hakhamanesh Mostafavi; Drew Jones,Center for Inherited Disease Research High Throughput Sequencing collaborative plan,"This opportunity calls for a shared resource or coordinating effort in center for inherited disease research high throughput sequencing and genotyping resource access. Nadav Brandes contributes expertise in large language models (llms) have revolutionized artificial intelligence (ai). Hakhamanesh Mostafavi contributes expertise in my lab studies the genetic basis of complex human traits and diseases. Drew Jones contributes expertise in the ongoing theme of my work is the invention or adaptation of advanced chromatography and mass spectrometry technology . Together, the team is positioned to deliver a rigorous plan that advances genotyping , sequencing , throughput while meeting National Institutes of Health expectations for impact and reproducibility.","Aim 1: define the central questions, datasets, and success metrics for center for inherited disease research high throughput sequencing and genotyping with input from all team members.
Aim 2: build and quality control a shared resource for center for inherited disease research high throughput sequencing and genotyping, including standardized protocols, data structures, and access pathways.
Aim 3: validate findings in relevant human data or specimens and define a dissemination plan to support adoption in real world settings.",http://grants.nih.gov/grants/guide/pa-files/PAR-23-184.html
70bf4e85-5070-46ed-a706-55cc0b3ee921,PAR-23-059,"National Cancer Institute Program Project Applications for the Years 2023, 2024, and 2025 (P01 Clinical Trial Optional)",National Institutes of Health,,2026-05-07,posted,,,,large,"Richard Possemato; Robert J. Schneider, PhD; Pau Castel",National Cancer Institute Program Project Applications for the collaborative plan P01,"This opportunity supports hypothesis driven work in national cancer institute program project applications for the years 2023, 2024, and 2025. Richard Possemato contributes expertise in i am an associate professor in the department of pathology at nyu school of medicine and co-leader of the cancer cell bi. Robert J. Schneider, PhD contributes expertise in rna biology, translation control. Pau Castel contributes expertise in the castel laboratory is interested in understanding the molecular mechanisms underlying oncoprotein-mediated transforma. Together, the team is positioned to deliver a rigorous plan that advances applications , institute , national while meeting National Institutes of Health expectations for impact and reproducibility.","Aim 1: define the central questions, datasets, and success metrics for national cancer institute program project applications for the years 2023, with input from all team members.
Aim 2: test key mechanisms or drivers in national cancer institute program project applications for the years 2023, using complementary models, assays, and analytical approaches.
Aim 3: validate findings in relevant human data or specimens and define a dissemination plan to support adoption in real world settings.",http://grants.nih.gov/grants/guide/pa-files/PAR-23-059.html
c9ff9b71-b097-4198-9853-3871ccb9ba19,FOR-HG-25-019,IGVF Data and Coordinating Center (U24 Clinical trials Not Allowed),National Institutes of Health,,,forecasted,,1200000.0,1.0,large,Aravinda Chakravarti; Nadav Brandes; Liat Shenhav,IGVF Data and Coordinating Center collaborative plan U24,"This opportunity calls for a shared resource or coordinating effort in igvf data and coordinating center. Aravinda Chakravarti contributes expertise in contributions to science 1. Nadav Brandes contributes expertise in large language models (llms) have revolutionized artificial intelligence (ai). Liat Shenhav contributes expertise in systems microbiology. Together, the team is positioned to deliver a rigorous plan that advances coordinating , center , data while meeting National Institutes of Health expectations for impact and reproducibility.","Aim 1: define the central questions, datasets, and success metrics for igvf data and coordinating center with input from all team members.
Aim 2: build and quality control a shared resource for igvf data and coordinating center, including standardized protocols, data structures, and access pathways.
Aim 3: validate findings in relevant human data or specimens and define a dissemination plan to support adoption in real world settings.",https://www.grants.gov/search-grants?query=FOR-HG-25-019
40dbcca5-d2a3-4934-9140-1135236dde8e,PAR-23-284,"Specialized Programs of Research Excellence (SPOREs) in Human Cancers for Years 2024, 2025, and 2026 (P50 Clinical Trial Required)",National Institutes of Health,,2026-09-25,posted,,,,large,Gregory David; Catherine Pei-ju Lu; Michele Pagano,Specialized Programs of Research Excellence in Human Cancers collaborative plan P50,"This opportunity supports hypothesis driven work in specialized programs of research excellence in human cancers for years 2024, 2025, and 2026. Gregory David contributes expertise in the research conducted in our laboratory centers on the interplay between aging and cancer. Catherine Pei-ju Lu contributes expertise in my lab aims to build a comprehensive framework for understanding stem cell biology of the skin, from development to dise. Michele Pagano contributes expertise in our laboratory is interested in how ubiquitin-mediated proteolysis controls the three key dimensions of cellular life: p. Together, the team is positioned to deliver a rigorous plan that advances specialized , excellence , programs while meeting National Institutes of Health expectations for impact and reproducibility.","Aim 1: define the central questions, datasets, and success metrics for specialized programs of research excellence in human cancers for years with input from all team members.
Aim 2: test key mechanisms or drivers in specialized programs of research excellence in human cancers for years using complementary models, assays, and analytical approaches.
Aim 3: validate findings in relevant human data or specimens and define a dissemination plan to support adoption in real world settings.",http://grants.nih.gov/grants/guide/pa-files/PAR-23-284.html
ff549a86-4282-455d-8b19-11a34adcf764,FOR-CA-25-090,Forecast to Publish a Notice of Funding Opportunity for The Experimental Therapeutics Clinical Trials Network (ETCTN) Pharmacokinetic Resource Laboratory (U24 Clinical Trial Not Allowed),National Institutes of Health,,,forecasted,,850000.0,1.0,large,Pau Castel; Drew Jones; Catherine Pei-ju Lu,Forecast to Publish a Notice of Funding Opportunity collaborative plan U24,"This opportunity calls for a shared resource or coordinating effort in forecast to publish a notice of funding opportunity for the experimental therapeutics clinical trials. Pau Castel contributes expertise in the castel laboratory is interested in understanding the molecular mechanisms underlying oncoprotein-mediated transforma. Drew Jones contributes expertise in the ongoing theme of my work is the invention or adaptation of advanced chromatography and mass spectrometry technology . Catherine Pei-ju Lu contributes expertise in my lab aims to build a comprehensive framework for understanding stem cell biology of the skin, from development to dise. Together, the team is positioned to deliver a rigorous plan that advances pharmacokinetic , experimental , therapeutics while meeting National Institutes of Health expectations for impact and reproducibility.","Aim 1: define the central questions, datasets, and success metrics for forecast to publish a notice of funding opportunity for the with input from all team members.
Aim 2: build and quality control a shared resource for forecast to publish a notice of funding opportunity for the, including standardized protocols, data structures, and access pathways.
Aim 3: validate findings in relevant human data or specimens and define a dissemination plan to support adoption in real world settings.",https://www.grants.gov/search-grants?query=FOR-CA-25-090
de7f0a72-0ef8-4c9c-894b-1fc92c9d1097,RFA-CA-25-033,Glioblastoma Therapeutics Network (GTN; U19 Clinical Trial Required),National Institutes of Health,,,forecasted,,,,large,Jonathan So; Dimitris Placantonakis; Benjamin tenOever,Glioblastoma Therapeutics Network collaborative plan U19,"This opportunity calls for a shared resource or coordinating effort in glioblastoma therapeutics network. Jonathan So contributes expertise in radiation-immune interactions, ex-vivo modelin, gbm - breast cancer - emt - vrk kinases - cfdna to assess treatment resp. Dimitris Placantonakis contributes expertise in glioblastoma; chromatin organization in human neural development; adhesions gpcr function and therapeutics. Benjamin tenOever contributes expertise in virology, post-transcriptional. Together, the team is positioned to deliver a rigorous plan that advances glioblastoma , therapeutics , network while meeting National Institutes of Health expectations for impact and reproducibility.","Aim 1: define the central questions, datasets, and success metrics for glioblastoma therapeutics network with input from all team members.
Aim 2: build and quality control a shared resource for glioblastoma therapeutics network, including standardized protocols, data structures, and access pathways.
Aim 3: validate findings in relevant human data or specimens and define a dissemination plan to support adoption in real world settings.",https://www.grants.gov/search-grants?query=RFA-CA-25-033
3c467ec1-a043-43ff-82ec-9aaccaf859d1,RFA-MH-26-120,BRAIN Initiative: Reagent Resources for Brain Cell Type-Specific Access to Broaden Distribution of Enabling Technologies for Neuroscience (U24 Clinical Trial Not Allowed),National Institutes of Health,,2027-06-15,posted,,,,large,"Andrea H. Brand; Benjamin tenOever, PhD; Kamal M. Khanna",BRAIN Initiative: Reagent Resources for Brain Cell Type-Specific collaborative plan U24,"This opportunity calls for a shared resource or coordinating effort in brain initiative: reagent resources for brain cell type-specific access to broaden distribution of enabling. Andrea H. Brand contributes expertise in neural stem cells in the adult brain exist primarily in a quiescent state but can be reactivated in response to changing. Benjamin tenOever, PhD contributes expertise in virology, post-transcriptional. Kamal M. Khanna contributes expertise in immunology, macrophage biology. Together, the team is positioned to deliver a rigorous plan that advances brain , distribution , neuroscience while meeting National Institutes of Health expectations for impact and reproducibility.","Aim 1: define the central questions, datasets, and success metrics for brain initiative: reagent resources for brain cell type-specific access to with input from all team members.
Aim 2: build and quality control a shared resource for brain initiative: reagent resources for brain cell type-specific access to, including standardized protocols, data structures, and access pathways.
Aim 3: validate findings in relevant human data or specimens and define a dissemination plan to support adoption in real world settings.",http://grants.nih.gov/grants/guide/rfa-files/RFA-MH-26-120.html
56cb921d-6c86-4108-bf10-a2ec4f8ceef3,NOT-AA-25-010,Forecast to Publish a Funding Opportunity Announcement for Copy of Integrative Neuroscience Initiative on Alcoholism (INIA) Consortia Research Resource (U24) (Clinical Trial Optional),National Institutes of Health,,,forecasted,,700000.0,2.0,large,Andrea H. Brand; David Fenyo; Catherine Pei-ju Lu,Forecast to Publish a Funding Opportunity Announcement for collaborative plan U24,"This opportunity calls for a shared resource or coordinating effort in forecast to publish a funding opportunity announcement for copy of integrative neuroscience initiative on. Andrea H. Brand contributes expertise in neural stem cells in the adult brain exist primarily in a quiescent state but can be reactivated in response to changing. David Fenyo contributes expertise in in my research i apply mathematical, statistical and computational methods to provide a detailed understanding of the dy. Catherine Pei-ju Lu contributes expertise in my lab aims to build a comprehensive framework for understanding stem cell biology of the skin, from development to dise. Together, the team is positioned to deliver a rigorous plan that advances announcement , neuroscience , integrative while meeting National Institutes of Health expectations for impact and reproducibility.","Aim 1: define the central questions, datasets, and success metrics for forecast to publish a funding opportunity announcement for copy of with input from all team members.
Aim 2: build and quality control a shared resource for forecast to publish a funding opportunity announcement for copy of, including standardized protocols, data structures, and access pathways.
Aim 3: validate findings in relevant human data or specimens and define a dissemination plan to support adoption in real world settings.",https://www.grants.gov/search-grants?query=NOT-AA-25-010
3ee5e85e-010c-425f-aa08-8e4f40d81c0f,NOT-AA-25-009,Forecast to Publish a Funding Opportunity Announcement for Copy of Integrative Neuroscience Initiative on Alcoholism (INIA) Consortia Administrative Resource Core (U24) (Clinical Trial Optional),National Institutes of Health,,,forecasted,,1200000.0,2.0,large,Andrea H. Brand; David Fenyo; Catherine Pei-ju Lu,Forecast to Publish a Funding Opportunity Announcement for collaborative plan U24,"This opportunity calls for a shared resource or coordinating effort in forecast to publish a funding opportunity announcement for copy of integrative neuroscience initiative on. Andrea H. Brand contributes expertise in neural stem cells in the adult brain exist primarily in a quiescent state but can be reactivated in response to changing. David Fenyo contributes expertise in in my research i apply mathematical, statistical and computational methods to provide a detailed understanding of the dy. Catherine Pei-ju Lu contributes expertise in my lab aims to build a comprehensive framework for understanding stem cell biology of the skin, from development to dise. Together, the team is positioned to deliver a rigorous plan that advances administrative , announcement , neuroscience while meeting National Institutes of Health expectations for impact and reproducibility.","Aim 1: define the central questions, datasets, and success metrics for forecast to publish a funding opportunity announcement for copy of with input from all team members.
Aim 2: build and quality control a shared resource for forecast to publish a funding opportunity announcement for copy of, including standardized protocols, data structures, and access pathways.
Aim 3: validate findings in relevant human data or specimens and define a dissemination plan to support adoption in real world settings.",https://www.grants.gov/search-grants?query=NOT-AA-25-009
